,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year, raised_amount_usd ,Unnamed: 16
11160,/organization/brightroll,BrightRoll,|Advertising Platforms|Online Video Advertising|Advertising|Software|,Advertising,USA,CA,SF Bay Area,San Francisco,/funding-round/9e34ff6b43531f7ba01b00848dbce87d,debt_financing,,2014-06-16,2014-06, 2014-Q2 ,2014.0," 1,242,738 ",
29072,/organization/giggle,Giggle,|Kids|E-Commerce|Baby Accessories|Retail|,Baby Accessories,USA,NY,New York City,New York,/funding-round/ea53691f086f5e1b2c8cea2a025a4c34,venture,,2011-06-07,2011-06, 2011-Q2 ,2011.0," 14,338,666 ",
31863,/organization/helios-innovative-technologies,Helios Innovative Technologies,|Biotechnology|,Biotechnology,USA,NY,Syracuse,Syracuse,/funding-round/706ffbf63bbf236146c548ddd0ec0c66,seed,,2013-04-10,2013-04, 2013-Q2 ,2013.0," 500,009 ",
48804,/organization/neuralitic-systems,Neuralitic Systems,|Mobile|,Mobile,CAN,QC,Montreal,Montréal,/funding-round/5f90157c7e80489e254a9452e020989e,venture,A,2008-10-02,2008-10, 2008-Q4 ,2008.0," 7,000,000 ",
13396,/organization/cellufuel,CelluFuel,|Environmental Innovation|,Environmental Innovation,CAN,,CAN - Other,,/funding-round/2336b5e9afe8f16a8ef539a5b03270bd,venture,,2014-09-03,2014-09, 2014-Q3 ,2014.0," 5,000,000 ",
42827,/organization/mamba,Mamba,|Online Dating|Social Media|,Social Media,,,,,/funding-round/517f1662dbe531ddceeacef4aff5e480,venture,A,2005-09-01,2005-09, 2005-Q3 ,2005.0,,
6141,/organization/astleyclarke,Astley Clarke,|Fashion|,Fashion,GBR,,London,London,/funding-round/c8a035cef89c66f6d11f87a633291aee,venture,A,2008-06-30,2008-06, 2008-Q2 ,2008.0," 5,471,883 ",
9045,/organization/biogreen-teck,BioGreen Teck,|Clean Technology|,Clean Technology,USA,NV,Las Vegas,Las Vegas,/funding-round/bbe23ff95982fb7e57a89ab6289932d7,equity_crowdfunding,,2014-07-08,2014-07, 2014-Q3 ,2014.0,,
75111,/organization/triptease,Triptease,|Content|Photography|iPad|Social Media|Travel|Enterprise Software|,Photography,USA,CA,SF Bay Area,San Francisco,/funding-round/70b6e98a240f8157f71087d6f7c48358,seed,,2014-08-15,2014-08, 2014-Q3 ,2014.0," 1,668,947 ",
33347,/organization/icetana,iCetana,,,AUS,,AUS - Other,Bentley,/funding-round/c7eab874a2093960b43a827f859cfb9c,venture,A,2010-04-16,2010-04, 2010-Q2 ,2010.0," 1,398,340 ",
36462,/organization/irisnote,irisnote,|Life Sciences|Collaboration|SaaS|Cloud Computing|Software|,Collaboration,USA,CA,SF Bay Area,Redwood City,/funding-round/ef7eb9125edbb595cd3625da029effca,venture,B,2009-12-08,2009-12, 2009-Q4 ,2009.0,,
35157,/organization/inrix,INRIX,|Crowdsourcing|Big Data|SEO|Public Transportation|,Crowdsourcing,USA,WA,Seattle,Kirkland,/funding-round/e0b3a5d3f6f83b203a0f08b611c337ea,venture,F,2014-09-12,2014-09, 2014-Q3 ,2014.0," 55,000,000 ",
55231,/organization/planeteye,PlanetEye,|Travel|,Travel,CAN,ON,Toronto,Toronto,/funding-round/4b6857de567614dd411ebb6df4c73263,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,,
59780,/organization/reenergy-electric,Reenergy Electric,|Clean Technology|,Clean Technology,CAN,AB,Edmonton,Edmonton,/funding-round/cb790a753ede1ba325a606eaf159f4bc,venture,,2009-08-18,2009-08, 2009-Q3 ,2009.0," 8,800,000 ",
44479,/organization/meshapp,MeshApp,|Apps|Curated Web|News|,Apps,PRT,,Porto,Aveiro,/funding-round/36fb89071739c46d82b993e3ae31db98,private_equity,,2013-11-01,2013-11, 2013-Q4 ,2013.0," 125,000 ",
22073,/organization/ecoatm,ecoATM,|Clean Technology|,Clean Technology,USA,CA,San Diego,San Diego,/funding-round/16172047b2e58a8ba8117dbf411f628f,debt_financing,,2013-02-06,2013-02, 2013-Q1 ,2013.0," 40,000,000 ",
51951,/organization/optoro,Optoro,|Enterprise Software|,Enterprise Software,USA,MD,"Washington, D.C.",Lanham,/funding-round/826806e3d64536b088b3a11af866252c,venture,A,2013-01-16,2013-01, 2013-Q1 ,2013.0," 7,500,000 ",
12651,/organization/care-thread,Care Thread,|Health Care|Messaging|,Health Care,USA,RI,Providence,Providence,/funding-round/0301d4389de032122e132cafc5c37ec5,seed,,2013-04-01,2013-04, 2013-Q2 ,2013.0," 525,000 ",
37951,/organization/kaltura,Kaltura,|Web CMS|Content|Video Editing|Open Source|Music|Web Tools|Media|Collaboration|Video|Software|,Content,,,,,/funding-round/6ff90875d9159b89aa6545d23f32695d,venture,B,2008-06-20,2008-06, 2008-Q2 ,2008.0," 21,000,000 ",
53026,/organization/panopen,panOpen,|Open Source|Colleges|Education|,Open Source,USA,NY,New York City,New York,/funding-round/0ebfbbb182e4357b062c75453478a65b,seed,,2013-04-28,2013-04, 2013-Q2 ,2013.0," 750,000 ",
54862,/organization/pinger,Pinger,|Messaging|,Messaging,USA,CA,SF Bay Area,San Jose,/funding-round/da6f0fdb2db17820a0c0b7fc477539cc,venture,A,2005-12-01,2005-12, 2005-Q4 ,2005.0," 3,000,000 ",
8484,/organization/bethany-lutheran-home-for-the-aged,Bethany Lutheran Home for the Aged,|Health and Wellness|,Health and Wellness,USA,SD,Sioux Falls,Sioux Falls,/funding-round/a9ff8ded005fe5a62ad4607bb0426b6b,debt_financing,,2011-05-19,2011-05, 2011-Q2 ,2011.0," 7,750,000 ",
17441,/organization/corvil,Corvil,|Enterprise Software|,Enterprise Software,USA,NY,New York City,New York,/funding-round/c88be5825b742846f83b8350f4c32f14,venture,,2008-04-15,2008-04, 2008-Q2 ,2008.0," 12,000,000 ",
6158,/organization/astrum-solar,Astrum Solar,|Clean Technology|,Clean Technology,USA,MD,Baltimore,Annapolis,/funding-round/059218346eee35cb072677b31021c069,undisclosed,,2013-11-08,2013-11, 2013-Q4 ,2013.0,,
4436,/organization/anomo,Anomo,|Social Media|,Social Media,USA,WA,Seattle,Bellevue,/funding-round/63004669bdfd3e8e0f5a1e32ab7eb688,venture,,2014-01-08,2014-01, 2014-Q1 ,2014.0," 175,000 ",
7291,/organization/ayondo,Ayondo,|Finance|Trading|Social Media|,Social Media,DEU,,Frankfurt,Frankfurt,/funding-round/773e663925771db1d4eaea7287d6f902,angel,,2009-01-01,2009-01, 2009-Q1 ,2009.0,,
73485,/organization/tidepool,TidePool,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/funding-round/14c9457dfde0b1e98ec1620718534da9,seed,,2012-05-04,2012-05, 2012-Q2 ,2012.0," 1,500,000 ",
47663,/organization/mywobile,MyWobile,|Android|iPhone|Location Based Services|Mobile|,Mobile,SGP,,Singapore,Singapore,/funding-round/fd79689df69c58e490a4d675c5a29a0e,seed,,2008-12-01,2008-12, 2008-Q4 ,2008.0," 40,000 ",
14021,/organization/chelsio-communications,Chelsio Communications,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Sunnyvale,/funding-round/028fc115d80f24bdba813f3c97190a35,venture,E,2008-01-03,2008-01, 2008-Q1 ,2008.0," 25,000,000 ",
9022,/organization/bioecon,BIOeCON,|Biotechnology|,Biotechnology,NLD,,NLD - Other,Hoevelaken,/funding-round/2f55f6cfeb86c045c490789b0113a2a7,venture,,2011-04-12,2011-04, 2011-Q2 ,2011.0," 1,447,000 ",
42095,/organization/lulu-2,Lulu,|Mobile|,Mobile,GBR,,London,London,/funding-round/9d87a7c75baad9fe8f7442f2f6b3fc91,seed,,2013-02-05,2013-02, 2013-Q1 ,2013.0," 2,500,000 ",
4747,/organization/apollomed,ApolloMed,|Health Care|,Health Care,USA,CA,Los Angeles,Glendale,/funding-round/e2667581a50c36bacff5baf9ac8f816a,venture,,2011-03-03,2011-03, 2011-Q1 ,2011.0," 1,155,000 ",
81136,/organization/woo-with-style,Woo With Style,,,,,,,/funding-round/9fa0f9ba9b05862ebe5f1c06d8e8b4c2,seed,,2013-05-15,2013-05, 2013-Q2 ,2013.0,,
74033,/organization/toppic,"Toppic, Inc.",|Mobile|Photo Sharing|Mobile Games|,Mobile Games,USA,NY,New York City,New York,/funding-round/ca09b38dab6357d60e1f0f4c43cba29e,seed,,2013-06-01,2013-06, 2013-Q2 ,2013.0," 250,000 ",
4185,/organization/anagnostics,Anagnostics,|Biotechnology|,Biotechnology,,,,,/funding-round/7589affd614ccc026d708d0a9f23a495,venture,,2009-02-27,2009-02, 2009-Q1 ,2009.0," 3,790,000 ",
48959,/organization/new-leaf-paper,New Leaf Paper,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Francisco,/funding-round/f1b8c2956b0dfd4051ac75c39314fc3c,venture,,2009-03-01,2009-03, 2009-Q1 ,2009.0," 5,000,000 ",
30271,/organization/great-basin-corporation,Great Basin,|Biotechnology|,Biotechnology,USA,UT,Salt Lake City,Salt Lake City,/funding-round/6ff1bec04671e3a2a51c57f7faf2dfab,venture,,2013-12-11,2013-12, 2013-Q4 ,2013.0," 5,797,653 ",
63236,/organization/securekey-technologies,SecureKey Technologies,|Security|,Security,CAN,ON,Toronto,Toronto,/funding-round/a416abe8fb38bdacb5a13f996e0dac3d,venture,,2010-12-01,2010-12, 2010-Q4 ,2010.0," 431,902 ",
24738,/organization/exepron,Exepron,|Project Management|Enterprises|Cloud Computing|SaaS|Software|,SaaS,,,,,/funding-round/0d47fae1680d4a54584d14538632110e,venture,,2012-07-13,2012-07, 2012-Q3 ,2012.0," 500,000 ",
1008,/organization/acacia-pharma,Acacia Pharma,|Biotechnology|,Biotechnology,GBR,,London,Cambridge,/funding-round/26eac8a3875e1a7bc68d36ceb7a71b05,venture,A,2011-03-31,2011-03, 2011-Q1 ,2011.0," 10,000,000 ",
49360,/organization/nextsociety-inc,"nextSociety, Inc.",|Mobile|Professional Networking|Social Media|Networking|,Professional Networking,USA,NY,New York City,New York,/funding-round/9ca769b31b7df0d3daa33079a7e4421b,debt_financing,,2014-07-18,2014-07, 2014-Q3 ,2014.0," 100,000 ",
59025,/organization/raptor-pharmaceuticals,Raptor Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Novato,/funding-round/6ab4365ac0f7ddafd049c34cfd974efe,venture,,2010-08-09,2010-08, 2010-Q3 ,2010.0," 15,000,000 ",
4898,/organization/appia,Appia,|App Stores|Mobile|Advertising|,Advertising,USA,NC,Raleigh,Durham,/funding-round/bb26cb6bc4f9c0d46648341403313931,debt_financing,,2013-04-17,2013-04, 2013-Q2 ,2013.0," 5,000,000 ",
11408,/organization/buddytv,BuddyTV,|Television|Games|,Games,USA,WA,Seattle,Seattle,/funding-round/117064954a3c17f3d90dd34089499447,venture,B,2008-04-14,2008-04, 2008-Q2 ,2008.0," 6,000,000 ",
64803,/organization/showme,ShowMe,|iPad|Education|,Education,USA,NY,New York City,New York,/funding-round/909d9525d74bac072695d3b3ceb1f9fe,grant,,2010-04-01,2010-04, 2010-Q2 ,2010.0," 15,000 ",
564,/organization/5o9,5o9,|Software|,Software,USA,CO,Denver,Boulder,/funding-round/ae69f3da53268b43fad30dec9c40376d,seed,,2013-05-14,2013-05, 2013-Q2 ,2013.0," 50,000 ",
60398,/organization/respicardia,Respicardia,|Health Care Information Technology|Health Care|Medical Devices|,Health Care,USA,MN,Minneapolis,Minnetonka,/funding-round/4efda1af39b7f14c2ef143334cfb7841,venture,D,2013-09-04,2013-09, 2013-Q3 ,2013.0," 10,000,006 ",
15756,/organization/cobalt-technologies,Cobalt Technologies,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Mountain View,/funding-round/0fdbedb229562c9e9abd71dc970fc826,venture,D,2011-05-02,2011-05, 2011-Q2 ,2011.0," 20,000,000 ",
24822,/organization/expandly,Expandly,|E-Commerce|Social Media|SaaS|,E-Commerce,,,,,/funding-round/e730aff811077e06751951c890a073b7,seed,,2014-09-01,2014-09, 2014-Q3 ,2014.0,,
19027,/organization/dangdang-com,DangDang.com,|E-Commerce|,E-Commerce,CHN,,Beijing,Beijing,/funding-round/c636f2dcf231b99b36840c82c939e811,venture,C,2006-07-01,2006-07, 2006-Q3 ,2006.0,,
78582,/organization/visage-mobile,Visage Mobile,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Larkspur,/funding-round/39450517d00ae285cc1b2874f4ec4e0f,debt_financing,,2009-05-01,2009-05, 2009-Q2 ,2009.0," 1,450,000 ",
14998,/organization/clearflow,ClearFlow,|Health Care|,Health Care,USA,OR,Eugene,Bend,/funding-round/7cfae2833059d7e07a37ee8229633f14,debt_financing,,2014-11-18,2014-11, 2014-Q4 ,2014.0," 2,827,500 ",
56298,/organization/pps,PPS,|Photography|,Photography,CHN,,CHN - Other,,/funding-round/ee9088acb2aed6d543402e7d2de8dd65,angel,,2005-12-01,2005-12, 2005-Q4 ,2005.0," 1,000,000 ",
13245,/organization/ceedo-technologies,Ceedo Technologies,|Virtualization|Software|,Virtualization,ISR,,Tel Aviv,Rosh Ha'ayin,/funding-round/322f236d715a302d88d86c712c8839a9,venture,,2007-04-02,2007-04, 2007-Q2 ,2007.0," 4,500,000 ",
6789,/organization/auxogyn,Auxogyn,|Health Care|,Health Care,USA,CA,SF Bay Area,Menlo Park,/funding-round/dd7aba3d5e991200721261db2daa0ebf,venture,B,2012-06-05,2012-06, 2012-Q2 ,2012.0," 18,000,000 ",
82062,/organization/yagomart,Yagomart,,,,,,,/funding-round/fc1449cc5e32f77be0879467b2fc868a,seed,,2014-08-24,2014-08, 2014-Q3 ,2014.0, -   ,
18576,/organization/argolyn-bioscience,Cutting Edge Information,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Durham,/funding-round/d6aa966050fe9c611a7515faeb2ffa89,venture,A,2007-06-25,2007-06, 2007-Q2 ,2007.0," 15,800,000 ",
57928,/organization/q2ebanking,Q2ebanking,|Software|Technology|Banking|Finance|,Software,USA,TX,Austin,Austin,/funding-round/a4e6aaa1d6a323cbd4944d5bcf89cb05,venture,C,2013-03-21,2013-03, 2013-Q1 ,2013.0," 20,000,000 ",
59262,/organization/real-food-real-kitchens,Real Food Real Kitchens,|Travel|E-Commerce|Events|Media|Publishing|Music|Content|Television|Photography|,Travel,USA,FL,Florida's Space Coast,Melbourne Beach,/funding-round/fdc28816391b7302ef4402cb1463be6a,seed,,2012-01-01,2012-01, 2012-Q1 ,2012.0," 10,000 ",
28030,/organization/pro-pharmaceuticals,Galectin Therapeutics,|Biotechnology|,Biotechnology,USA,GA,Atlanta,Norcross,/funding-round/820f3a91cb540b84632181cbe5948437,venture,B,2010-05-10,2010-05, 2010-Q2 ,2010.0," 570,000 ",
77806,/organization/vertiflex,VertiFlex,|Health Care|,Health Care,USA,CA,Anaheim,San Clemente,/funding-round/c23d751e3f33f533642fc84c4bda1b7d,debt_financing,,2010-07-13,2010-07, 2010-Q3 ,2010.0," 2,000,000 ",
69234,/organization/stitch-labs,Stitch Labs,|Retail Technology|E-Commerce|SaaS|Billing|CRM|Software|,Retail Technology,USA,CA,SF Bay Area,San Francisco,/funding-round/d25103f53bce6a3b32ea8ef126617680,venture,A,2013-09-17,2013-09, 2013-Q3 ,2013.0," 3,500,000 ",
70077,/organization/superfocus,Superfocus,|E-Commerce|,E-Commerce,USA,CA,Los Angeles,Van Nuys,/funding-round/466c6bb2d10d921e97be3281470ea42b,venture,,2009-06-03,2009-06, 2009-Q2 ,2009.0," 3,100,000 ",
59825,/organization/reflex,Reflex,|Software|,Software,USA,TN,Nashville,Nashville,/funding-round/3d2bc7482ea0523b187ff36b6abb3fb0,venture,,2012-06-01,2012-06, 2012-Q2 ,2012.0," 375,000 ",
52991,/organization/pandora,Pandora Media,|Broadcasting|Video Streaming|Music|,Broadcasting,USA,CA,SF Bay Area,Oakland,/funding-round/ba917b80340a59d28c56cd52af10c3ee,venture,C,2005-10-01,2005-10, 2005-Q4 ,2005.0," 12,000,000 ",
43211,/organization/marxent-labs,Marxent Labs,|Loyalty Programs|Retail|Augmented Reality|Mobile|Software|,Loyalty Programs,USA,OH,Dayton,Dayton,/funding-round/14017f5c3cfe55df70fef6ef6058c791,undisclosed,,2011-06-29,2011-06, 2011-Q2 ,2011.0,,
21748,/organization/eagle-auto-sales,Eagle Auto Sales,|Automotive|,Automotive,USA,MS,Tupelo,Oxford,/funding-round/7795deaa3cd88142808dd4e83b84cd1f,debt_financing,,2014-09-22,2014-09, 2014-Q3 ,2014.0,,
27167,/organization/formafina,FormaFina,|Lifestyle|Design|E-Commerce|,Lifestyle,ARG,,Buenos Aires,Buenos Aires,/funding-round/35b3b769cffcc756a412371d84d96df9,seed,,2013-09-23,2013-09, 2013-Q3 ,2013.0," 1,400,000 ",
65906,/organization/skykick,SkyKick,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Seattle,/funding-round/b2bb36678548c742a8872ffb0fbe2d21,debt_financing,,2012-03-13,2012-03, 2012-Q1 ,2012.0," 1,727,000 ",
79811,/organization/wavesyndicate,WaveSyndicate,|Software|,Software,USA,RI,Providence,Providence,/funding-round/76597f6379a7e8aabf9c734ae114262c,seed,,2008-10-06,2008-10, 2008-Q4 ,2008.0," 350,000 ",
24143,/organization/etherios-consulting,Etherios,|Software|,Software,USA,TX,Dallas,Dallas,/funding-round/988d48b50be31f4058be94bf8c86e54e,seed,,2012-01-23,2012-01, 2012-Q1 ,2012.0," 750,000 ",
26362,/organization/five-star-technologies,Five Star Technologies,|Electrical Distribution|Electronics|,Electronics,USA,OH,Cleveland,Cleveland,/funding-round/8191c1624abb6d65525d1b594dc81670,venture,,2007-10-25,2007-10, 2007-Q4 ,2007.0," 2,000,000 ",
59887,/organization/regen-energy,REGEN Energy,|Clean Technology|,Clean Technology,CAN,ON,Toronto,Toronto,/funding-round/696389229afd56a60c00885ad6c0668e,venture,B,2014-10-07,2014-10, 2014-Q4 ,2014.0," 12,000,000 ",
34114,/organization/immusant,ImmusanT,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/funding-round/d01b0b025ecccc3210b0ef8275d8b5a4,venture,A,2011-12-13,2011-12, 2011-Q4 ,2011.0," 20,000,000 ",
36619,/organization/isoftstone,iSoftStone,|Technology|,Technology,CHN,,Beijing,Beijing,/funding-round/3f2e0003787822dda9246a05c68e11fb,venture,A,2005-11-01,2005-11, 2005-Q4 ,2005.0,,
3478,/organization/allo-communications,ALLO Communications,|Mobile|,Mobile,USA,NE,NE - Other,Imperial,/funding-round/bc18d9fca02af1cd64a1360af3232ea1,venture,,2011-03-11,2011-03, 2011-Q1 ,2011.0," 5,150,000 ",
39200,/organization/korbitec,Korbitec,,,,,,,/funding-round/d3545426fdafe939bc966ce18ad5451d,private_equity,,2009-11-01,2009-11, 2009-Q4 ,2009.0,,
71845,/organization/teikon,Teikon,,,BRA,,Porto Alegre,Porto Alegre,/funding-round/3216a0dd3e16e4d4281ddfe4873aeecf,private_equity,,2006-06-27,2006-06, 2006-Q2 ,2006.0," 8,941,877 ",
24806,/organization/exosite,Exosite,|Internet of Things|Enterprise Software|,Internet of Things,USA,MN,Minneapolis,Minneapolis,/funding-round/037a4768791dc4b28e1e24baccac6f47,venture,,2010-05-07,2010-05, 2010-Q2 ,2010.0," 300,000 ",
66345,/organization/smartsynch,SmartSynch,|Web Hosting|,Web Hosting,USA,MS,Jackson,Jackson,/funding-round/37090a35c610467e145baedca1329fce,debt_financing,,2011-02-23,2011-02, 2011-Q1 ,2011.0," 25,670,000 ",
12880,/organization/cartilix,Cartilix,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Foster City,/funding-round/aef6921d4e43bc78d6267b5a93ad8dbc,venture,B,2006-03-01,2006-03, 2006-Q1 ,2006.0," 6,350,000 ",
38709,/organization/kirusa,Kirusa,|Public Relations|,Public Relations,USA,NJ,Newark,New Providence,/funding-round/b7029f7fc294a04af527da795666e57b,venture,C,2007-07-18,2007-07, 2007-Q3 ,2007.0," 13,300,000 ",
48263,/organization/nearbuy-systems,Nearbuy Systems,|Retail|Analytics|,Retail,USA,CA,SF Bay Area,San Mateo,/funding-round/0540352f90420a83c41fb1666bcde7e0,venture,,2012-01-26,2012-01, 2012-Q1 ,2012.0," 1,532,328 ",
26687,/organization/flixwagon,Flixwagon,|Video Streaming|Broadcasting|Video|Mobile|,Mobile,ISR,,Tel Aviv,Tel Aviv,/funding-round/c43520fba982c7e32a94f854df8d0aff,venture,A,2009-01-01,2009-01, 2009-Q1 ,2009.0," 1,500,000 ",
56035,/organization/portero,Portero,|Auctions|Online Shopping|Marketplaces|Lifestyle|E-Commerce|,Online Shopping,USA,NY,New York City,New York,/funding-round/2aac230b6364eb7fb2c49d582ee10d82,venture,,2011-01-13,2011-01, 2011-Q1 ,2011.0," 1,409,431 ",
38621,/organization/kinex-pharmaceuticals,Kinex Pharmaceuticals,|Biotechnology|,Biotechnology,USA,NY,Buffalo,Buffalo,/funding-round/ffcb7ed72566123fb4690dc4bd6dc8f3,venture,,2012-08-06,2012-08, 2012-Q3 ,2012.0," 5,000,000 ",
48886,/organization/neurotherapeutics-pharma,NeuroTherapeutics Pharma,|Biotechnology|,Biotechnology,USA,IL,Chicago,Chicago,/funding-round/757a7562cd4b29cd3b0c7bbd298a6586,venture,B,2010-05-20,2010-05, 2010-Q2 ,2010.0," 43,000,000 ",
26033,/organization/financial-information-network-operations-pvt,Financial Information Network & Operations Pvt,|Finance|,Finance,IND,,Mumbai,Mumbai,/funding-round/fff5471135f5744c4c1062d674350b82,venture,,2009-12-09,2009-12, 2009-Q4 ,2009.0," 15,000,000 ",
59604,/organization/redbooth,Redbooth,|Mobile|File Sharing|Collaboration|Project Management|Enterprise Software|,Mobile,USA,CA,SF Bay Area,Redwood City,/funding-round/7bf2f8d9a8b760f5ff30eb3f6355c6a0,seed,,2013-01-01,2013-01, 2013-Q1 ,2013.0," 1,500,000 ",
72743,/organization/the-moment,The Moment,,,SGP,,Singapore,Singapore,/funding-round/691bfbfcc68d3681bd411eda0285ca04,equity_crowdfunding,,2014-05-21,2014-05, 2014-Q2 ,2014.0,,
82969,/organization/zeewhere,ZeeWhere,|Augmented Reality|Social Media|,Augmented Reality,SAU,,Riyadh,Riyadh,/funding-round/35f1266f00509d3e764fc47384b6dd21,seed,,2013-10-01,2013-10, 2013-Q4 ,2013.0," 41,332 ",
5062,/organization/appneta,AppNeta,|Information Technology|Enterprises|Cloud Computing|Software|,Enterprises,USA,VA,Roanoke,South Boston,/funding-round/67a9be40403091728880271f350d196c,venture,C,2013-03-01,2013-03, 2013-Q1 ,2013.0," 16,000,000 ",
57946,/organization/qbox-io,Qbox.io,|Enterprise Software|Analytics|Enterprise Search|E-Commerce|Search|,Enterprise Software,USA,AR,Fayetteville,Fayetteville,/funding-round/ba86a1dc2b027153aaa3bbe8d0e0f208,seed,,2013-08-29,2013-08, 2013-Q3 ,2013.0," 428,333 ",
72163,/organization/tensorcom,Tensorcom,|Semiconductors|,Semiconductors,USA,CA,San Diego,Carlsbad,/funding-round/0bd48f7c0fb67043a949e6af3d3d9dd9,venture,,2013-10-22,2013-10, 2013-Q4 ,2013.0," 5,000,000 ",
26186,/organization/first-coverage,First Coverage,|Finance|,Finance,USA,MA,Boston,Boston,/funding-round/4d28173eb7857f059e2aa042b99b4a02,debt_financing,,2010-10-22,2010-10, 2010-Q4 ,2010.0," 503,750 ",
42755,/organization/makemereach,MakeMeReach,|Advertising|,Advertising,FRA,,Paris,Paris,/funding-round/95876eced47bad2030e645c0e87ff1cc,venture,,2011-04-26,2011-04, 2011-Q2 ,2011.0," 4,385,100 ",
2120,/organization/advance-display-technologies,ADVANCE DISPLAY TECHNOLOGIES,,,USA,CO,Denver,Centennial,/funding-round/579232f3750bd4d757e7d00d60bced85,venture,,2008-11-06,2008-11, 2008-Q4 ,2008.0," 3,344,362 ",
33648,/organization/ifbyphone,Ifbyphone,|Telecommunications|Chat|Marketing Automation|Software|,Marketing Automation,USA,IL,Chicago,Chicago,/funding-round/c03aab53e93cf923a1a703a462f8bc97,debt_financing,,2010-01-19,2010-01, 2010-Q1 ,2010.0," 1,200,000 ",
61363,/organization/rodo-medical,Rodo Medical,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Sunnyvale,/funding-round/d4c622835618297b274a4f0515cfe45f,venture,,2011-02-14,2011-02, 2011-Q1 ,2011.0," 1,620,431 ",
11273,/organization/broadway-com,Broadway Networks,|Public Relations|,Public Relations,USA,CA,SF Bay Area,San Jose,/funding-round/f45fe366cdd13b502d861e3a2ae9e364,debt_financing,,2010-06-08,2010-06, 2010-Q2 ,2010.0," 400,000 ",
66490,/organization/snapdeal,Snapdeal,|E-Commerce|,E-Commerce,IND,,New Delhi,New Delhi,/funding-round/a50bf2504fd8b80bd0b933197723cf47,private_equity,,2014-10-27,2014-10, 2014-Q4 ,2014.0," 627,000,000 ",
