,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
17719,/organization/eventvue,EventVue,|Events|Finance|Curated Web|,Curated Web,USA,CO,Denver,Boulder,/person/wendy-lea,Wendy Lea,,,,,,,/funding-round/7620f8d226353de578b0a69ed2da02c4,venture,A,2007-09-01,2007-09,2007-Q3,2007," 440,000 "
744,/organization/shopzilla,Shopzilla,|Advertising|Curated Web|,Advertising,GBR,,London,London,/organization/harbourvest-partners,HarbourVest Partners,,,USA,MA,Boston,Boston,/funding-round/35cc418e7c72286d26c28a996969a7ac,venture,C,2000-05-05,2000-05,2000-Q2,2000," 50,000,000 "
17594,/organization/playspan,PlaySpan,|Game|Games|,Games,USA,CA,SF Bay Area,Santa Clara,/organization/novel-tmt-ventures,Novel TMT Ventures,,,USA,NY,New York City,New York,/funding-round/753fa34fa321cb697fefa5073239831b,venture,A,2007-09-01,2007-09,2007-Q3,2007," 6,500,000 "
111462,/organization/ingogo-pty,Ingogo,|Travel|,Travel,AUS,,Sydney,Mascot,/organization/venturecrowd,VentureCrowd,|Crowdfunding|,Crowdfunding,AUS,,AUS - Other,Fitzroy,/funding-round/b433721bc78cff1c134e39eb39059e60,equity_crowdfunding,,2014-09-30,2014-09,2014-Q3,2014," 1,200,000 "
112041,/organization/pillpack,PillPack,|Finance|Health Care|,Health Care,USA,MA,Boston,Cambridge,/organization/atlas-venture,Atlas Venture,|Life Sciences|Technology|,Technology,USA,MA,Boston,Cambridge,/funding-round/96e04828e6c490fa8052d0693ad450de,venture,A,2014-10-09,2014-10,2014-Q4,2014," 8,750,000 "
9486,/organization/lagan,Lagan Technologies,|Enterprise Software|,Enterprise Software,,,,,/organization/crescent-capital,Crescent Capital,,,GBR,,Belfast,Belfast,/funding-round/967125d4b8fb01dcd87be1f3bc024751,venture,B,2006-06-01,2006-06,2006-Q2,2006," 11,210,000 "
2621,/organization/asteres,Asteres,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/sanderling-ventures,Sanderling Ventures,,,USA,CA,SF Bay Area,San Mateo,/funding-round/ce9e8183c13c31d120978125782bc2c8,venture,B,2004-11-12,2004-11,2004-Q4,2004,
17327,/organization/ad-iq,Ad.IQ,,,GBR,,London,London,/organization/the-capital-fund,The Capital Fund,,,GBR,,London,London,/funding-round/13cf790a4473a8201dd0adb81a848a3c,venture,,2007-08-20,2007-08,2007-Q3,2007," 1,529,765 "
97949,/organization/bioamber,BioAmber,|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Plymouth,/organization/agriculture-canada,Agriculture Canada,,,,,,,/funding-round/42213596d5d5bd6c9a9fc0a7241e0658,debt_financing,,2014-02-19,2014-02,2014-Q1,2014," 10,000,000 "
8062,/organization/egt,EGT,|Software|,Software,USA,GA,Atlanta,Atlanta,/organization/gray-ventures,Gray Ventures,,,USA,GA,Atlanta,Atlanta,/funding-round/9cac90fe5fd7a961056f5095de95dd58,venture,C,2006-02-27,2006-02,2006-Q1,2006," 20,500,000 "
30393,/organization/storify,Storify,|Blogging Platforms|Publishing|Social Network Media|Real Time|Social Media|Journalism|Media|Curated Web|,Media,USA,CA,SF Bay Area,San Francisco,/person/henri-lastenouse,Henri Lastenouse,,,,,,,/funding-round/7fe01314457b4cea20603a4c3ca834c5,angel,,2009-07-01,2009-07,2009-Q3,2009," 13,000 "
41414,/organization/peekaboo-mobile,Peekaboo Mobile,|Mobile|,Mobile,USA,MA,Boston,Boston,/organization/apricot-capital,Apricot Capital,,,USA,MA,Boston,Boston,/funding-round/c0e24ece7e4794aa471807e4be7f330b,angel,,2010-10-01,2010-10,2010-Q4,2010,
76197,/organization/safertaxi,SaferTaxi,|Mobile|,Mobile,ARG,,Buenos Aires,Buenos Aires,/organization/otto-capital,Otto Capital,,,USA,WA,Seattle,Seattle,/funding-round/1be77406219589e34263a21b9e05e326,venture,B,2013-02-19,2013-02,2013-Q1,2013," 4,200,000 "
35701,/organization/contour-energy-systems,Contour Energy Systems,|Clean Technology|,Clean Technology,USA,CA,Ontario - Inland Empire,Azusa,/organization/us-venture-partners,U.S. Venture Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/6932e3c0a65f55a0dfd3f6f83f50a06d,venture,B,2010-02-24,2010-02,2010-Q1,2010," 14,200,000 "
16304,/organization/apieron,Apieron,|Medical Devices|Biotechnology|Health Care|,Biotechnology,USA,CA,SF Bay Area,Menlo Park,/organization/canaan-partners,Canaan Partners,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/5487b1c74fbff252a594b4305ccfd6d4,venture,C,2007-06-29,2007-06,2007-Q2,2007," 17,000,000 "
6235,/organization/alereon,Alereon,|Hardware|Semiconductors|,Semiconductors,USA,TX,Austin,Austin,/organization/austin-ventures,Austin Ventures,,,USA,TX,Austin,Austin,/funding-round/5c6a67ac872b92bca90ae78a383b1a9a,venture,B,2005-10-25,2005-10,2005-Q4,2005," 20,000,000 "
90335,/organization/panorama-education,Panorama Education,|Teachers|Big Data Analytics|Education|,Education,USA,MA,Boston,Cambridge,/person/farzad-nazem,Farzad (Zod) Nazem,,,,,,,/funding-round/d21097d9a3253a5f588a9d2c561f4d17,seed,,2013-10-21,2013-10,2013-Q4,2013," 4,000,000 "
4901,/organization/displaylink,DisplayLink,|Semiconductors|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Palo Alto,/organization/balderton-capital,Balderton Capital,,,GBR,,London,London,/funding-round/2301fb2dbfbfc1f35bfc6c3f122773ce,venture,B,2005-07-07,2005-07,2005-Q3,2005," 8,000,000 "
70871,/organization/abes-market,Abe's Market,|E-Commerce|,E-Commerce,USA,IL,Chicago,Chicago,/organization/index-ventures,Index Ventures,,,CHE,,Geneva,Geneva,/funding-round/79939716fdb54fb15fe086148e21a92b,equity_crowdfunding,,2012-10-31,2012-10,2012-Q4,2012," 748,000 "
89585,/organization/maillift,MailLift,|Marketing Automation|SaaS|Postal and Courier Services|Software|,SaaS,USA,CA,SF Bay Area,Mountain View,/person/george-kellerman,George Kellerman,,,,,,,/funding-round/a865c20c3353d5e93e9e1b2bc23ee327,seed,,2013-10-07,2013-10,2013-Q4,2013," 50,000 "
1766,/organization/borderfree-inc,Borderfree,|Credit Cards|Online Shopping|Business Services|E-Commerce|,Business Services,USA,NY,New York City,New York,/organization/viola-credit,Viola Credit,|Venture Capital|,Venture Capital,ISR,,Tel Aviv,Herzliya,/funding-round/c20307b17125aa01cdb003267cadd785,debt_financing,,2003-05-01,2003-05,2003-Q2,2003," 1,000,000 "
110145,/organization/property-partner,Property Partner,|Real Estate|,Real Estate,GBR,,London,London,/person/daniel-quai,Daniel Quai,,,,,,,/funding-round/2ea7ac36d5217d2feceb14624268ef21,seed,,2014-09-08,2014-09,2014-Q3,2014," 2,026,468 "
94642,/organization/gram-games,Gram Games,|Games|,Games,TUR,,Istanbul,Istanbul,/organization/hummingbird-ventures,Hummingbird Ventures,,,BEL,,Antwerp,Antwerpen,/funding-round/5e47a96046a1fc92634d61a68b3c34b2,seed,,2014-01-01,2014-01,2014-Q1,2014," 600,000 "
70553,/organization/scale-computing,Scale Computing,|Enterprise Software|,Enterprise Software,USA,IN,Indianapolis,Indianapolis,/organization/benchmark,Benchmark,|Finance|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,San Francisco,/funding-round/223aa941b78a89be2a6711f65e28258a,venture,D,2012-10-24,2012-10,2012-Q4,2012," 12,000,000 "
71087,/organization/skiioo-sa,Skioo,|Travel|Travel & Tourism|Ticketing|Online Travel|,Travel,CHE,,Lausanne,Lausanne,/organization/norselab---digital-entrepreneurs,Norselab - Digital Entrepreneurs,,,CHE,,Lausanne,Lausanne,/funding-round/99e77d08eb77f39474ad01955c9f8ea8,seed,,2012-11-01,2012-11,2012-Q4,2012," 1,300,000 "
37705,/organization/cardiodx,CardioDx,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Palo Alto,/organization/mohr-davidow-ventures,Mohr Davidow Ventures,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/3cfbb21dd46baea02f9b6d196183c615,venture,D,2010-05-17,2010-05,2010-Q2,2010," 34,500,000 "
84384,/organization/withings,Withings,|Hardware + Software|,Hardware + Software,FRA,,Paris,Issy-les-moulineaux,/organization/ventech-capital,Ventech,,,FRA,,Paris,Paris,/funding-round/b92cd5113a90879aad8c5c40e35fc61b,venture,,2013-07-17,2013-07,2013-Q3,2013," 30,000,000 "
7255,/organization/indochino,Indochino,|E-Commerce|,E-Commerce,CAN,BC,Vancouver,Vancouver,/organization/w-media-ventures,W Media Ventures,,,CAN,BC,Vancouver,Vancouver,/funding-round/54eb5668375e695fcc4a6fc81b1dc90f,undisclosed,,2006-01-01,2006-01,2006-Q1,2006,
67345,/organization/ideatree,ideaTree - innovate | mentor | invest,|Startups|Technology|Mobile|Incubators|,Startups,USA,CA,Los Angeles,Beverly Hills,/person/akash-op-aurora,Akash OP Aurora,,,,,,,/funding-round/79381dcc3da7bb99bb0642b761794da7,seed,,2012-08-10,2012-08,2012-Q3,2012," 250,000 "
106809,/organization/amplitude,Amplitude,|SaaS|Mobile Analytics|Analytics|,SaaS,USA,CA,SF Bay Area,San Francisco,/organization/sv-angel,SV Angel,,,USA,CA,SF Bay Area,San Francisco,/funding-round/b6d99b8a8b3afe56729099fe2201e65e,seed,,2014-07-11,2014-07,2014-Q3,2014," 2,000,000 "
81923,/organization/horizon-discovery,Horizon Discovery,|Biotechnology|,Biotechnology,GBR,,London,Cambridge,/person/david-evans-10,David Evans,,,,,,,/funding-round/29954efe855fb3061775a654dd3f7acf,venture,C,2013-06-03,2013-06,2013-Q2,2013," 10,455,234 "
46459,/organization/backtype,BackType,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/lowercase-capital,Lowercase Capital,,,USA,CA,Lake Tahoe,Truckee,/funding-round/d1df5b9152d520f6f0e6f44edd343cc7,seed,,2011-03-10,2011-03,2011-Q1,2011," 1,000,000 "
59473,/organization/avedro,Avedro,|Health Care|,Health Care,USA,MA,Boston,Waltham,/person/m-carl-johnson-iii,M. Carl Johnson,,,,,,,/funding-round/d6f253aa17dd962c9e33ee48499ce681,venture,,2012-02-21,2012-02,2012-Q1,2012," 500,000 "
71866,/organization/balanced,Balanced,|Peer-to-Peer|Mobile Payments|Payments|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,San Francisco,/person/yishan-wong,Yishan Wong,,,,,,,/funding-round/45637cc526586b0e6831ae34ffb53315,seed,,2012-11-16,2012-11,2012-Q4,2012," 1,400,000 "
96878,/organization/misterbnb,misterbnb,|Vacation Rentals|,Vacation Rentals,USA,CA,SF Bay Area,San Francisco,/organization/china-growth-capital,China Growth Capital,|Venture Capital|,Venture Capital,CHN,,Beijing,Beijing,/funding-round/cd7611199c92eafa0f6927e62e35e94c,seed,,2014-02-02,2014-02,2014-Q1,2014," 500,000 "
5088,/organization/classlink,ClassLink,|Software|,Software,USA,NJ,Newark,Clifton,/organization/ascend-venture-group,Ascend Venture Group,|Finance|,Finance,USA,NY,New York City,New York,/funding-round/b21e4d739eeea7026bd69cf6c2deb83a,venture,A,2005-08-01,2005-08,2005-Q3,2005," 3,000,000 "
2362,/organization/baidu,Baidu,|Search|,Search,CHN,,Beijing,Beijing,/organization/china-value-2,China Value,,,,,,,/funding-round/f996c0db286946993977b44a2cb12d99,venture,C,2004-06-18,2004-06,2004-Q2,2004," 100,000,000 "
90909,/organization/cloudnine-hospitals,Cloudnine Hospitals,|Health Care|,Health Care,,,,,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/58e5f4b433c5576722b80b69cc3d8959,venture,B,2013-10-30,2013-10,2013-Q4,2013," 16,260,000 "
83598,/organization/bugsnag,Bugsnag,|B2B|SaaS|Software|,Software,USA,CA,SF Bay Area,San Francisco,/person/andy-mcloughlin,Andy McLoughlin,,,,,,,/funding-round/ef9f7466d6b4a79e74a378e211fd1c21,seed,,2013-07-01,2013-07,2013-Q3,2013," 1,400,000 "
74930,/organization/optimal,"Optimal, Inc.",|SaaS|Advertising|,SaaS,USA,CA,SF Bay Area,San Francisco,/organization/silicon-valley-bank,Silicon Valley Bank,,,USA,CA,SF Bay Area,Santa Clara,/funding-round/3ceb1a4893d651bd7e24937a2059cdd3,debt_financing,,2013-01-22,2013-01,2013-Q1,2013," 2,500,000 "
79613,/organization/bizxchange,BizXchange,|E-Commerce|,E-Commerce,USA,WA,Seattle,Bellevue,/person/rudy-gadre,Rudy Gadre,,,,,,,/funding-round/ef8afe2cd0cfaad40e52b6b13dffe490,venture,A,2013-04-23,2013-04,2013-Q2,2013," 700,000 "
3913,/organization/idylis,Idylis,|Software|,Software,FRA,,Paris,Issy-les-moulineaux,/organization/capdecisif,CapDecisif,,,FRA,,Paris,Paris,/funding-round/7eff97f5a00162e570aada467f813b89,venture,A,2005-04-06,2005-04,2005-Q2,2005," 2,570,000 "
91811,/organization/smartthings,SmartThings,|Internet of Things|Home Automation|Internet|Open Source|Mobile|,Home Automation,USA,DC,"Washington, D.C.",Washington,/organization/boxgroup,BoxGroup,|Venture Capital|,Venture Capital,USA,NY,New York City,New York,/funding-round/b21119220bf4d37f934a8d2f33a5cd9a,venture,A,2013-11-12,2013-11,2013-Q4,2013," 12,500,000 "
91133,/organization/auramist,Auramist,|Curated Web|,Curated Web,USA,TN,Nashville,Nashville,/organization/solidus-company,Solidus Company,,,USA,TN,Nashville,Nashville,/funding-round/20497cf5858006e57dc8e0e762c24f89,private_equity,,2013-11-01,2013-11,2013-Q4,2013," 1,250,000 "
63492,/organization/speaktoit,Speaktoit,|Assisitive Technology|Artificial Intelligence|Audio|Mobile|,Artificial Intelligence,USA,CA,SF Bay Area,Palo Alto,/organization/intel-capital,Intel Capital,|Investment Management|,Investment Management,USA,CA,SF Bay Area,Santa Clara,/funding-round/dfa94f5811e1c0292edc57330325885d,venture,A,2012-05-25,2012-05,2012-Q2,2012," 3,000,000 "
3733,/organization/nominum,Nominum,|Internet|Network Security|Sales and Marketing|Analytics|,Sales and Marketing,USA,CA,SF Bay Area,Redwood City,/organization/svb-india-capital-partners,SVB India Capital Partners,,,IND,,Mumbai,Mumbai,/funding-round/9df8a5a788a67800a730ec95a3fcb668,venture,D,2005-03-22,2005-03,2005-Q1,2005," 16,000,000 "
104497,/organization/around-labs,Banter!,|Social Search|Local Based Services|Mobile|,Social Search,USA,CA,SF Bay Area,San Francisco,/person/erich-meyer,Erich Meyer,,,,,,,/funding-round/d14da5f3c443b7be71a3afb66d9cad74,seed,,2014-06-04,2014-06,2014-Q2,2014," 40,000 "
99572,/organization/phunware,Phunware,|Consumer Electronics|Apps|Android|iPhone|Mobile|,Mobile,USA,CA,"Orange County, California",Tustin,/organization/samsung-ventures,Samsung Ventures,,,KOR,,Seoul,Seoul,/funding-round/08e54a027a60fbad0c23daa525b1844a,venture,E,2014-03-18,2014-03,2014-Q1,2014," 30,000,000 "
67145,/organization/nanosteel,NanoSteel,|Browser Extensions|Nanotechnology|,Browser Extensions,USA,RI,Providence,Providence,/organization/general-motors-ventures,General Motors Ventures,,,USA,MI,Detroit,Detroit,/funding-round/e7dd125067605c748bb24b06b44ef100,venture,C,2012-08-06,2012-08,2012-Q3,2012,
74542,/organization/janrain,Janrain,|Curated Web|,Curated Web,USA,OR,"Portland, Oregon",Portland,/organization/anthem-venture-partners,Anthem Venture Partners,,,USA,CA,Los Angeles,Santa Monica,/funding-round/8a183f3bf1985528bfd68eb3ea6ff423,venture,C,2013-01-14,2013-01,2013-Q1,2013," 33,000,000 "
89992,/organization/freshoffice,FreshOffice,|Software|,Software,USA,KY,Louisville,Petersburg,/organization/imperious-group,Imperious Group,|Finance|,Finance,,,,,/funding-round/7b54acd325377102a061dda700668a89,venture,A,2013-10-15,2013-10,2013-Q4,2013," 1,200,000 "
48728,/organization/turningart,TurningArt,|Design|,Design,USA,MA,Boston,Boston,/person/niraj-shah,Niraj Shah,,,,,,,/funding-round/9344798aeec95d83b89c50c9dae293bf,seed,,2011-05-23,2011-05,2011-Q2,2011," 750,000 "
42038,/organization/movinto-fun,Movinto Fun,|Games|,Games,SWE,,Stockholm,Kista,/organization/sting-capital,Sting Capital,,,SWE,,Stockholm,Kista,/funding-round/af161282255ac30b26a405431fa3d1ef,venture,,2010-10-23,2010-10,2010-Q4,2010," 489,229 "
10010,/organization/ether-optronics-suzhou-co-ltd,"Ether Optronics (Suzhou) Co., Ltd.",|Manufacturing|,Manufacturing,CHN,,Shanghai,Suzhou,/organization/jafco-asia,JAFCO Asia,,,SGP,,Singapore,Singapore,/funding-round/6794ebde79de5938157863b663584b7b,venture,,2006-07-01,2006-07,2006-Q3,2006," 1,000,000 "
17048,/organization/adzilla,Adzilla,|Advertising|,Advertising,USA,CA,SF Bay Area,Brisbane,/organization/norwest-venture-partners,Norwest Venture Partners - NVP,|Finance|,Finance,USA,CA,SF Bay Area,Palo Alto,/funding-round/5ce8580a3e412446c3142c718741cc61,venture,A,2007-08-01,2007-08,2007-Q3,2007," 10,250,000 "
12961,/organization/fixya,Fixya,|Customer Service|Professional Services|DIY|Crowdsourcing|Curated Web|,Crowdsourcing,USA,CA,SF Bay Area,San Mateo,/organization/mayfield-fund,Mayfield Fund,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/e81319389fe0fe0530f85a24982734ed,venture,A,2007-01-01,2007-01,2007-Q1,2007," 2,000,000 "
6677,/organization/mamapedia,Mamapedia,|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/tugboat-ventures,Tugboat Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/8d4c1b287f61bc92509b553c346e6884,venture,A,2005-12-01,2005-12,2005-Q4,2005," 4,600,000 "
10331,/organization/planitax,Planitax,|Finance|,Finance,USA,CA,SF Bay Area,Alameda,/organization/access-venture-partners,Access Venture Partners,|Venture Capital|Financial Services|,Venture Capital,USA,CO,Denver,Westminster,/funding-round/4ec11d4dc0df0c66f803a337e38981f9,venture,C,2006-07-26,2006-07,2006-Q3,2006," 5,000,000 "
103425,/organization/amba-defence,Amba Defence,|Security|,Security,GBR,,GBR - Other,Kidderminster,/organization/midven,Midven,,,GBR,,Birmingham,Birmingham,/funding-round/2f7cfa91f49ca2a48894c0b7a04f0401,venture,,2014-05-20,2014-05,2014-Q2,2014," 430,548 "
82968,/organization/mevion-medical-systems,Mevion Medical Systems,|Biotechnology|Health Care|,Biotechnology,USA,MA,Boston,Littleton,/organization/caxton-advantage-life-sciences-fund,Caxton Advantage Life Sciences Fund,,,USA,NY,New York City,New York,/funding-round/29e20dd47894778277245ca068281347,private_equity,,2013-06-25,2013-06,2013-Q2,2013," 55,000,000 "
17560,/organization/echogen-power-systems,Echogen Power Systems,|Energy|,Energy,USA,OH,Akron - Canton,Akron,/organization/jumpstartinc,JumpStart Inc.,,,USA,OH,Cleveland,Cleveland,/funding-round/e2bc29bb2e71d9ec5d646461949c7ee6,seed,,2007-09-01,2007-09,2007-Q3,2007," 400,000 "
113608,/organization/mindjet,Mindjet,|Chat|Document Management|Video Conferencing|Collaboration|Software|,Chat,USA,CA,SF Bay Area,San Francisco,/organization/pico-holdings,PICO Holdings,,,USA,CA,San Diego,La Jolla,/funding-round/670e25f36b08f3a80126cb973591bc84,debt_financing,,2014-11-10,2014-11,2014-Q4,2014," 10,000,000 "
94838,/organization/cloudblocks,Cloud 66,|PaaS|IaaS|SaaS|Software|,SaaS,GBR,,London,London,/person/andy-mcloughlin,Andy McLoughlin,,,,,,,/funding-round/b72c63126812af2d8cb8ad914dd01fde,seed,,2014-01-01,2014-01,2014-Q1,2014," 350,000 "
96490,/organization/gns-healthcare,GNS Healthcare,|Big Data|Analytics|,Analytics,USA,MA,Boston,Cambridge,/organization/heritage-provider-network,Heritage Provider Network,,,,,,,/funding-round/611c948e75d7f2693745348d8ece6a6f,venture,B,2014-01-29,2014-01,2014-Q1,2014," 10,000,000 "
105335,/organization/thoughtspot,ThoughtSpot,|Software|,Software,,,,,/organization/lightspeed-venture-partners,Lightspeed Venture Partners,|Finance|,Finance,USA,CA,SF Bay Area,Menlo Park,/funding-round/3ed2beb39ba0839a40294430bc090577,venture,B,2014-06-18,2014-06,2014-Q2,2014," 30,000,000 "
775,/organization/buscape,Buscapé,|E-Commerce|,E-Commerce,BRA,,Sao Paulo,São Paulo,/organization/great-hill-partners,Great Hill Partners,,,USA,MA,Boston,Boston,/funding-round/65f22d5c0fdf934c988f5035d0855050,venture,A,2000-06-13,2000-06,2000-Q2,2000," 6,000,000 "
2323,/organization/endeca,Endeca,|E-Commerce|Search|Enterprises|Enterprise Software|,Enterprises,USA,MA,Boston,Cambridge,/organization/dn-capital,DN Capital,,,GBR,,London,London,/funding-round/f371b4664bb09ab1a03c6ddc1cbfc66b,venture,C,2004-06-01,2004-06,2004-Q2,2004," 15,000,000 "
81118,/organization/change-org,Change.org,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/nasir-bin-olu-dara-jones,"Nasir Nas"" Jones""""asir ""Nas""""""sir """,,,,,,,/funding-round/2c17359790ccdc1b551031d877678464,venture,B,2013-05-21,2013-05,2013-Q2,2013," 15,000,000 "
90159,/organization/data-elite,Data Elite,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,/organization/formation8,Formation 8,,,USA,CA,SF Bay Area,San Francisco,/funding-round/77b4dd4f583121971d167cc03d1d6e6b,seed,,2013-10-17,2013-10,2013-Q4,2013,
